(50000, 7)
(50000, 7)
char_to_id:  {'6': 0, '4': 1, '7': 2, '+': 3, '0': 4, ' ': 5, '_': 6, '8': 7, '*': 8, '9': 9, '3': 10, '2': 11, '5': 12, '1': 13}
id_to_char:  {0: '6', 1: '4', 2: '7', 3: '+', 4: '0', 5: ' ', 6: '_', 7: '8', 8: '*', 9: '9', 10: '3', 11: '2', 12: '5', 13: '1'}
| 에폭 96 |  반복 161 / 351 | 시간 9[s] | 손실 0.37
| 에폭 96 |  반복 181 / 351 | 시간 10[s] | 손실 0.38
| 에폭 96 |  반복 201 / 351 | 시간 11[s] | 손실 0.39
| 에폭 96 |  반복 221 / 351 | 시간 12[s] | 손실 0.40
| 에폭 96 |  반복 241 / 351 | 시간 13[s] | 손실 0.38
| 에폭 96 |  반복 261 / 351 | 시간 14[s] | 손실 0.38
| 에폭 96 |  반복 281 / 351 | 시간 16[s] | 손실 0.38
| 에폭 96 |  반복 301 / 351 | 시간 17[s] | 손실 0.37
| 에폭 96 |  반복 321 / 351 | 시간 18[s] | 손실 0.38
| 에폭 96 |  반복 341 / 351 | 시간 19[s] | 손실 0.38
| 에폭 96 |  반복 1 / 351 | 시간 0[s] | 손실 0.32
| 에폭 96 |  반복 21 / 351 | 시간 1[s] | 손실 0.33
| 에폭 96 |  반복 41 / 351 | 시간 2[s] | 손실 0.36
| 에폭 96 |  반복 61 / 351 | 시간 3[s] | 손실 0.36
| 에폭 96 |  반복 81 / 351 | 시간 4[s] | 손실 0.36
| 에폭 96 |  반복 101 / 351 | 시간 5[s] | 손실 0.35
| 에폭 96 |  반복 121 / 351 | 시간 6[s] | 손실 0.35
| 에폭 96 |  반복 141 / 351 | 시간 8[s] | 손실 0.35
| 에폭 96 |  반복 161 / 351 | 시간 9[s] | 손실 0.35
| 에폭 96 |  반복 181 / 351 | 시간 10[s] | 손실 0.34
| 에폭 96 |  반복 201 / 351 | 시간 11[s] | 손실 0.35
| 에폭 96 |  반복 221 / 351 | 시간 12[s] | 손실 0.33
| 에폭 96 |  반복 241 / 351 | 시간 13[s] | 손실 0.37
| 에폭 96 |  반복 261 / 351 | 시간 15[s] | 손실 0.36
| 에폭 96 |  반복 281 / 351 | 시간 17[s] | 손실 0.37
| 에폭 96 |  반복 301 / 351 | 시간 18[s] | 손실 0.35
| 에폭 96 |  반복 321 / 351 | 시간 19[s] | 손실 0.34
| 에폭 96 |  반복 341 / 351 | 시간 20[s] | 손실 0.34
| 에폭 96 |  반복 1 / 351 | 시간 0[s] | 손실 0.36
| 에폭 96 |  반복 21 / 351 | 시간 1[s] | 손실 0.37
| 에폭 96 |  반복 41 / 351 | 시간 2[s] | 손실 0.37
| 에폭 96 |  반복 61 / 351 | 시간 3[s] | 손실 0.38
| 에폭 96 |  반복 81 / 351 | 시간 4[s] | 손실 0.40
| 에폭 96 |  반복 101 / 351 | 시간 5[s] | 손실 0.40
| 에폭 96 |  반복 121 / 351 | 시간 7[s] | 손실 0.40
| 에폭 96 |  반복 141 / 351 | 시간 8[s] | 손실 0.40
| 에폭 96 |  반복 161 / 351 | 시간 9[s] | 손실 0.40
| 에폭 96 |  반복 181 / 351 | 시간 10[s] | 손실 0.39
| 에폭 96 |  반복 201 / 351 | 시간 12[s] | 손실 0.40
| 에폭 96 |  반복 221 / 351 | 시간 13[s] | 손실 0.43
| 에폭 96 |  반복 241 / 351 | 시간 14[s] | 손실 0.41
| 에폭 96 |  반복 261 / 351 | 시간 15[s] | 손실 0.39
| 에폭 96 |  반복 281 / 351 | 시간 16[s] | 손실 0.39
| 에폭 96 |  반복 301 / 351 | 시간 17[s] | 손실 0.39
| 에폭 96 |  반복 321 / 351 | 시간 19[s] | 손실 0.40
| 에폭 96 |  반복 341 / 351 | 시간 20[s] | 손실 0.37
| 에폭 96 |  반복 1 / 351 | 시간 0[s] | 손실 0.36
| 에폭 96 |  반복 21 / 351 | 시간 1[s] | 손실 0.39
| 에폭 96 |  반복 41 / 351 | 시간 2[s] | 손실 0.40
| 에폭 96 |  반복 61 / 351 | 시간 3[s] | 손실 0.43
| 에폭 96 |  반복 81 / 351 | 시간 4[s] | 손실 0.40
| 에폭 96 |  반복 101 / 351 | 시간 5[s] | 손실 0.39
| 에폭 96 |  반복 121 / 351 | 시간 7[s] | 손실 0.40
| 에폭 96 |  반복 141 / 351 | 시간 8[s] | 손실 0.42
| 에폭 96 |  반복 161 / 351 | 시간 9[s] | 손실 0.39
| 에폭 96 |  반복 181 / 351 | 시간 10[s] | 손실 0.40
| 에폭 96 |  반복 201 / 351 | 시간 11[s] | 손실 0.41
| 에폭 96 |  반복 221 / 351 | 시간 12[s] | 손실 0.43
| 에폭 96 |  반복 241 / 351 | 시간 14[s] | 손실 0.40
| 에폭 96 |  반복 261 / 351 | 시간 15[s] | 손실 0.42
| 에폭 96 |  반복 281 / 351 | 시간 16[s] | 손실 0.42
| 에폭 96 |  반복 301 / 351 | 시간 17[s] | 손실 0.39
| 에폭 96 |  반복 321 / 351 | 시간 18[s] | 손실 0.40
| 에폭 96 |  반복 341 / 351 | 시간 19[s] | 손실 0.41
검증 정확도 47.040%
| 에폭 97 |  반복 1 / 351 | 시간 0[s] | 손실 0.53
| 에폭 97 |  반복 21 / 351 | 시간 1[s] | 손실 0.47
| 에폭 97 |  반복 41 / 351 | 시간 2[s] | 손실 0.49
| 에폭 97 |  반복 61 / 351 | 시간 3[s] | 손실 0.49
| 에폭 97 |  반복 81 / 351 | 시간 5[s] | 손실 0.48
| 에폭 97 |  반복 101 / 351 | 시간 6[s] | 손실 0.47
| 에폭 97 |  반복 121 / 351 | 시간 7[s] | 손실 0.46
| 에폭 97 |  반복 141 / 351 | 시간 8[s] | 손실 0.49
| 에폭 97 |  반복 161 / 351 | 시간 9[s] | 손실 0.51
| 에폭 97 |  반복 181 / 351 | 시간 10[s] | 손실 0.49
| 에폭 97 |  반복 201 / 351 | 시간 12[s] | 손실 0.50
| 에폭 97 |  반복 221 / 351 | 시간 13[s] | 손실 0.49
| 에폭 97 |  반복 241 / 351 | 시간 14[s] | 손실 0.50
| 에폭 97 |  반복 261 / 351 | 시간 15[s] | 손실 0.48
| 에폭 97 |  반복 281 / 351 | 시간 16[s] | 손실 0.50
| 에폭 97 |  반복 301 / 351 | 시간 17[s] | 손실 0.48
| 에폭 97 |  반복 321 / 351 | 시간 19[s] | 손실 0.51
| 에폭 97 |  반복 341 / 351 | 시간 20[s] | 손실 0.49
| 에폭 97 |  반복 1 / 351 | 시간 0[s] | 손실 0.37
| 에폭 97 |  반복 21 / 351 | 시간 1[s] | 손실 0.35
| 에폭 97 |  반복 41 / 351 | 시간 2[s] | 손실 0.38
| 에폭 97 |  반복 61 / 351 | 시간 3[s] | 손실 0.37
| 에폭 97 |  반복 81 / 351 | 시간 4[s] | 손실 0.37
| 에폭 97 |  반복 101 / 351 | 시간 5[s] | 손실 0.37
| 에폭 97 |  반복 121 / 351 | 시간 6[s] | 손실 0.36
| 에폭 97 |  반복 141 / 351 | 시간 8[s] | 손실 0.37
| 에폭 97 |  반복 161 / 351 | 시간 9[s] | 손실 0.38
| 에폭 97 |  반복 181 / 351 | 시간 10[s] | 손실 0.38
| 에폭 97 |  반복 201 / 351 | 시간 11[s] | 손실 0.38
| 에폭 97 |  반복 221 / 351 | 시간 12[s] | 손실 0.37
| 에폭 97 |  반복 241 / 351 | 시간 14[s] | 손실 0.36
| 에폭 97 |  반복 261 / 351 | 시간 15[s] | 손실 0.37
| 에폭 97 |  반복 281 / 351 | 시간 16[s] | 손실 0.37
| 에폭 97 |  반복 301 / 351 | 시간 17[s] | 손실 0.38
| 에폭 97 |  반복 321 / 351 | 시간 19[s] | 손실 0.36
| 에폭 97 |  반복 341 / 351 | 시간 20[s] | 손실 0.38
| 에폭 97 |  반복 1 / 351 | 시간 0[s] | 손실 0.37
| 에폭 97 |  반복 21 / 351 | 시간 1[s] | 손실 0.34
| 에폭 97 |  반복 41 / 351 | 시간 2[s] | 손실 0.35
| 에폭 97 |  반복 61 / 351 | 시간 3[s] | 손실 0.36
| 에폭 97 |  반복 81 / 351 | 시간 4[s] | 손실 0.34
| 에폭 97 |  반복 101 / 351 | 시간 5[s] | 손실 0.34
| 에폭 97 |  반복 121 / 351 | 시간 7[s] | 손실 0.35
| 에폭 97 |  반복 141 / 351 | 시간 8[s] | 손실 0.36
| 에폭 97 |  반복 161 / 351 | 시간 9[s] | 손실 0.35
| 에폭 97 |  반복 181 / 351 | 시간 10[s] | 손실 0.34
| 에폭 97 |  반복 201 / 351 | 시간 12[s] | 손실 0.34
| 에폭 97 |  반복 221 / 351 | 시간 13[s] | 손실 0.35
| 에폭 97 |  반복 241 / 351 | 시간 14[s] | 손실 0.35
| 에폭 97 |  반복 261 / 351 | 시간 15[s] | 손실 0.35
| 에폭 97 |  반복 281 / 351 | 시간 16[s] | 손실 0.34
| 에폭 97 |  반복 301 / 351 | 시간 17[s] | 손실 0.32
| 에폭 97 |  반복 321 / 351 | 시간 18[s] | 손실 0.34
| 에폭 97 |  반복 341 / 351 | 시간 20[s] | 손실 0.34
| 에폭 97 |  반복 1 / 351 | 시간 0[s] | 손실 0.35
| 에폭 97 |  반복 21 / 351 | 시간 1[s] | 손실 0.37
| 에폭 97 |  반복 41 / 351 | 시간 2[s] | 손실 0.39
| 에폭 97 |  반복 61 / 351 | 시간 4[s] | 손실 0.38
| 에폭 97 |  반복 81 / 351 | 시간 5[s] | 손실 0.38
| 에폭 97 |  반복 101 / 351 | 시간 6[s] | 손실 0.38
| 에폭 97 |  반복 121 / 351 | 시간 7[s] | 손실 0.38
| 에폭 97 |  반복 141 / 351 | 시간 9[s] | 손실 0.39
| 에폭 97 |  반복 161 / 351 | 시간 10[s] | 손실 0.38
| 에폭 97 |  반복 181 / 351 | 시간 11[s] | 손실 0.39
| 에폭 97 |  반복 201 / 351 | 시간 13[s] | 손실 0.40
| 에폭 97 |  반복 221 / 351 | 시간 14[s] | 손실 0.41
| 에폭 97 |  반복 241 / 351 | 시간 16[s] | 손실 0.41
| 에폭 97 |  반복 261 / 351 | 시간 17[s] | 손실 0.41
| 에폭 97 |  반복 281 / 351 | 시간 18[s] | 손실 0.40
| 에폭 97 |  반복 301 / 351 | 시간 19[s] | 손실 0.37
| 에폭 97 |  반복 321 / 351 | 시간 20[s] | 손실 0.38
| 에폭 97 |  반복 341 / 351 | 시간 21[s] | 손실 0.39
| 에폭 97 |  반복 1 / 351 | 시간 0[s] | 손실 0.40
| 에폭 97 |  반복 21 / 351 | 시간 1[s] | 손실 0.38
| 에폭 97 |  반복 41 / 351 | 시간 2[s] | 손실 0.42
| 에폭 97 |  반복 61 / 351 | 시간 3[s] | 손실 0.40
| 에폭 97 |  반복 81 / 351 | 시간 5[s] | 손실 0.39
| 에폭 97 |  반복 101 / 351 | 시간 6[s] | 손실 0.39
| 에폭 97 |  반복 121 / 351 | 시간 7[s] | 손실 0.40
| 에폭 97 |  반복 141 / 351 | 시간 8[s] | 손실 0.40
| 에폭 97 |  반복 161 / 351 | 시간 9[s] | 손실 0.40
| 에폭 97 |  반복 181 / 351 | 시간 11[s] | 손실 0.38
| 에폭 97 |  반복 201 / 351 | 시간 12[s] | 손실 0.38
| 에폭 97 |  반복 221 / 351 | 시간 13[s] | 손실 0.39
| 에폭 97 |  반복 241 / 351 | 시간 14[s] | 손실 0.41
| 에폭 97 |  반복 261 / 351 | 시간 15[s] | 손실 0.41
| 에폭 97 |  반복 281 / 351 | 시간 17[s] | 손실 0.39
| 에폭 97 |  반복 301 / 351 | 시간 18[s] | 손실 0.40
| 에폭 97 |  반복 321 / 351 | 시간 19[s] | 손실 0.39
| 에폭 97 |  반복 341 / 351 | 시간 20[s] | 손실 0.38
검증 정확도 47.300%
| 에폭 98 |  반복 1 / 351 | 시간 0[s] | 손실 0.49
| 에폭 98 |  반복 21 / 351 | 시간 1[s] | 손실 0.47
| 에폭 98 |  반복 41 / 351 | 시간 2[s] | 손실 0.48
| 에폭 98 |  반복 61 / 351 | 시간 3[s] | 손실 0.49
| 에폭 98 |  반복 81 / 351 | 시간 5[s] | 손실 0.49
| 에폭 98 |  반복 101 / 351 | 시간 6[s] | 손실 0.50
| 에폭 98 |  반복 121 / 351 | 시간 7[s] | 손실 0.49
| 에폭 98 |  반복 141 / 351 | 시간 8[s] | 손실 0.49
| 에폭 98 |  반복 161 / 351 | 시간 10[s] | 손실 0.52
| 에폭 98 |  반복 181 / 351 | 시간 11[s] | 손실 0.50
| 에폭 98 |  반복 201 / 351 | 시간 12[s] | 손실 0.51
| 에폭 98 |  반복 221 / 351 | 시간 13[s] | 손실 0.47
| 에폭 98 |  반복 241 / 351 | 시간 14[s] | 손실 0.48
| 에폭 98 |  반복 261 / 351 | 시간 15[s] | 손실 0.48
| 에폭 98 |  반복 281 / 351 | 시간 16[s] | 손실 0.50
| 에폭 98 |  반복 301 / 351 | 시간 18[s] | 손실 0.48
| 에폭 98 |  반복 321 / 351 | 시간 19[s] | 손실 0.48
| 에폭 98 |  반복 341 / 351 | 시간 20[s] | 손실 0.48
| 에폭 98 |  반복 1 / 351 | 시간 0[s] | 손실 0.36
| 에폭 98 |  반복 21 / 351 | 시간 1[s] | 손실 0.36
| 에폭 98 |  반복 41 / 351 | 시간 3[s] | 손실 0.35
| 에폭 98 |  반복 61 / 351 | 시간 4[s] | 손실 0.38
| 에폭 98 |  반복 81 / 351 | 시간 5[s] | 손실 0.36
| 에폭 98 |  반복 101 / 351 | 시간 6[s] | 손실 0.37
| 에폭 98 |  반복 121 / 351 | 시간 7[s] | 손실 0.36
| 에폭 98 |  반복 141 / 351 | 시간 8[s] | 손실 0.37
| 에폭 98 |  반복 161 / 351 | 시간 10[s] | 손실 0.38
| 에폭 98 |  반복 181 / 351 | 시간 11[s] | 손실 0.37
| 에폭 98 |  반복 201 / 351 | 시간 12[s] | 손실 0.38
| 에폭 98 |  반복 221 / 351 | 시간 13[s] | 손실 0.39
| 에폭 98 |  반복 241 / 351 | 시간 14[s] | 손실 0.38
| 에폭 98 |  반복 261 / 351 | 시간 15[s] | 손실 0.38
| 에폭 98 |  반복 281 / 351 | 시간 16[s] | 손실 0.37
| 에폭 98 |  반복 301 / 351 | 시간 18[s] | 손실 0.37
| 에폭 98 |  반복 321 / 351 | 시간 19[s] | 손실 0.37
| 에폭 98 |  반복 341 / 351 | 시간 20[s] | 손실 0.38
| 에폭 98 |  반복 1 / 351 | 시간 0[s] | 손실 0.31
| 에폭 98 |  반복 21 / 351 | 시간 1[s] | 손실 0.34
| 에폭 98 |  반복 41 / 351 | 시간 2[s] | 손실 0.33
| 에폭 98 |  반복 61 / 351 | 시간 3[s] | 손실 0.35
| 에폭 98 |  반복 81 / 351 | 시간 4[s] | 손실 0.35
| 에폭 98 |  반복 101 / 351 | 시간 6[s] | 손실 0.34
| 에폭 98 |  반복 121 / 351 | 시간 7[s] | 손실 0.36
| 에폭 98 |  반복 141 / 351 | 시간 9[s] | 손실 0.37
| 에폭 98 |  반복 161 / 351 | 시간 10[s] | 손실 0.35
| 에폭 98 |  반복 181 / 351 | 시간 12[s] | 손실 0.35
| 에폭 98 |  반복 201 / 351 | 시간 13[s] | 손실 0.35
| 에폭 98 |  반복 221 / 351 | 시간 15[s] | 손실 0.34
| 에폭 98 |  반복 241 / 351 | 시간 17[s] | 손실 0.35
| 에폭 98 |  반복 261 / 351 | 시간 18[s] | 손실 0.34
| 에폭 98 |  반복 281 / 351 | 시간 20[s] | 손실 0.35
| 에폭 98 |  반복 301 / 351 | 시간 21[s] | 손실 0.34
| 에폭 98 |  반복 321 / 351 | 시간 23[s] | 손실 0.35
| 에폭 98 |  반복 341 / 351 | 시간 26[s] | 손실 0.36
| 에폭 98 |  반복 1 / 351 | 시간 0[s] | 손실 0.41
| 에폭 98 |  반복 21 / 351 | 시간 1[s] | 손실 0.38
| 에폭 98 |  반복 41 / 351 | 시간 2[s] | 손실 0.40
| 에폭 98 |  반복 61 / 351 | 시간 7[s] | 손실 0.39
| 에폭 98 |  반복 81 / 351 | 시간 8[s] | 손실 0.40
| 에폭 98 |  반복 101 / 351 | 시간 9[s] | 손실 0.39
| 에폭 98 |  반복 121 / 351 | 시간 11[s] | 손실 0.39
| 에폭 98 |  반복 141 / 351 | 시간 12[s] | 손실 0.39
| 에폭 98 |  반복 161 / 351 | 시간 13[s] | 손실 0.39
| 에폭 98 |  반복 181 / 351 | 시간 15[s] | 손실 0.41
| 에폭 98 |  반복 201 / 351 | 시간 19[s] | 손실 0.39
| 에폭 98 |  반복 221 / 351 | 시간 24[s] | 손실 0.39
| 에폭 98 |  반복 241 / 351 | 시간 28[s] | 손실 0.38
| 에폭 98 |  반복 261 / 351 | 시간 30[s] | 손실 0.38
| 에폭 98 |  반복 281 / 351 | 시간 31[s] | 손실 0.38
| 에폭 98 |  반복 301 / 351 | 시간 33[s] | 손실 0.38
| 에폭 98 |  반복 321 / 351 | 시간 34[s] | 손실 0.37
| 에폭 98 |  반복 341 / 351 | 시간 35[s] | 손실 0.39
| 에폭 98 |  반복 1 / 351 | 시간 0[s] | 손실 0.35
| 에폭 98 |  반복 21 / 351 | 시간 8[s] | 손실 0.38
| 에폭 98 |  반복 41 / 351 | 시간 12[s] | 손실 0.41
| 에폭 98 |  반복 61 / 351 | 시간 17[s] | 손실 0.40
| 에폭 98 |  반복 81 / 351 | 시간 21[s] | 손실 0.40
| 에폭 98 |  반복 101 / 351 | 시간 23[s] | 손실 0.39
| 에폭 98 |  반복 121 / 351 | 시간 24[s] | 손실 0.39
| 에폭 98 |  반복 141 / 351 | 시간 26[s] | 손실 0.39
| 에폭 98 |  반복 161 / 351 | 시간 27[s] | 손실 0.39
| 에폭 98 |  반복 181 / 351 | 시간 28[s] | 손실 0.39
| 에폭 98 |  반복 201 / 351 | 시간 34[s] | 손실 0.39
| 에폭 98 |  반복 221 / 351 | 시간 42[s] | 손실 0.39
| 에폭 98 |  반복 241 / 351 | 시간 45[s] | 손실 0.41
| 에폭 98 |  반복 261 / 351 | 시간 47[s] | 손실 0.39
| 에폭 98 |  반복 281 / 351 | 시간 49[s] | 손실 0.41
| 에폭 98 |  반복 301 / 351 | 시간 52[s] | 손실 0.39
| 에폭 98 |  반복 321 / 351 | 시간 55[s] | 손실 0.38
| 에폭 98 |  반복 341 / 351 | 시간 58[s] | 손실 0.40
검증 정확도 45.700%
| 에폭 99 |  반복 1 / 351 | 시간 0[s] | 손실 0.42
| 에폭 99 |  반복 21 / 351 | 시간 1[s] | 손실 0.46
| 에폭 99 |  반복 41 / 351 | 시간 2[s] | 손실 0.48
| 에폭 99 |  반복 61 / 351 | 시간 3[s] | 손실 0.51
| 에폭 99 |  반복 81 / 351 | 시간 4[s] | 손실 0.49
| 에폭 99 |  반복 101 / 351 | 시간 5[s] | 손실 0.49
| 에폭 99 |  반복 121 / 351 | 시간 7[s] | 손실 0.51
| 에폭 99 |  반복 141 / 351 | 시간 8[s] | 손실 0.50
| 에폭 99 |  반복 161 / 351 | 시간 9[s] | 손실 0.49
| 에폭 99 |  반복 181 / 351 | 시간 10[s] | 손실 0.48
| 에폭 99 |  반복 201 / 351 | 시간 11[s] | 손실 0.46
| 에폭 99 |  반복 221 / 351 | 시간 12[s] | 손실 0.48
| 에폭 99 |  반복 241 / 351 | 시간 14[s] | 손실 0.49
| 에폭 99 |  반복 261 / 351 | 시간 15[s] | 손실 0.48
| 에폭 99 |  반복 281 / 351 | 시간 16[s] | 손실 0.49
| 에폭 99 |  반복 301 / 351 | 시간 17[s] | 손실 0.47
| 에폭 99 |  반복 321 / 351 | 시간 18[s] | 손실 0.49
| 에폭 99 |  반복 341 / 351 | 시간 19[s] | 손실 0.48
| 에폭 99 |  반복 1 / 351 | 시간 0[s] | 손실 0.35
| 에폭 99 |  반복 21 / 351 | 시간 1[s] | 손실 0.35
| 에폭 99 |  반복 41 / 351 | 시간 2[s] | 손실 0.35
| 에폭 99 |  반복 61 / 351 | 시간 3[s] | 손실 0.36
| 에폭 99 |  반복 81 / 351 | 시간 4[s] | 손실 0.37
| 에폭 99 |  반복 101 / 351 | 시간 5[s] | 손실 0.36
| 에폭 99 |  반복 121 / 351 | 시간 7[s] | 손실 0.37
| 에폭 99 |  반복 141 / 351 | 시간 8[s] | 손실 0.38
| 에폭 99 |  반복 161 / 351 | 시간 10[s] | 손실 0.38
| 에폭 99 |  반복 181 / 351 | 시간 11[s] | 손실 0.37
| 에폭 99 |  반복 201 / 351 | 시간 12[s] | 손실 0.38
| 에폭 99 |  반복 221 / 351 | 시간 13[s] | 손실 0.37
| 에폭 99 |  반복 241 / 351 | 시간 14[s] | 손실 0.36
| 에폭 99 |  반복 261 / 351 | 시간 15[s] | 손실 0.38
| 에폭 99 |  반복 281 / 351 | 시간 17[s] | 손실 0.36
| 에폭 99 |  반복 301 / 351 | 시간 18[s] | 손실 0.38
| 에폭 99 |  반복 321 / 351 | 시간 19[s] | 손실 0.37
| 에폭 99 |  반복 341 / 351 | 시간 20[s] | 손실 0.38
| 에폭 99 |  반복 1 / 351 | 시간 0[s] | 손실 0.37
| 에폭 99 |  반복 21 / 351 | 시간 1[s] | 손실 0.33
| 에폭 99 |  반복 41 / 351 | 시간 2[s] | 손실 0.35
| 에폭 99 |  반복 61 / 351 | 시간 3[s] | 손실 0.35
| 에폭 99 |  반복 81 / 351 | 시간 4[s] | 손실 0.35
| 에폭 99 |  반복 101 / 351 | 시간 6[s] | 손실 0.33
| 에폭 99 |  반복 121 / 351 | 시간 7[s] | 손실 0.35
| 에폭 99 |  반복 141 / 351 | 시간 8[s] | 손실 0.33
| 에폭 99 |  반복 161 / 351 | 시간 10[s] | 손실 0.35
| 에폭 99 |  반복 181 / 351 | 시간 11[s] | 손실 0.34
| 에폭 99 |  반복 201 / 351 | 시간 12[s] | 손실 0.35
| 에폭 99 |  반복 221 / 351 | 시간 13[s] | 손실 0.34
| 에폭 99 |  반복 241 / 351 | 시간 14[s] | 손실 0.34
| 에폭 99 |  반복 261 / 351 | 시간 15[s] | 손실 0.35
| 에폭 99 |  반복 281 / 351 | 시간 17[s] | 손실 0.35
| 에폭 99 |  반복 301 / 351 | 시간 18[s] | 손실 0.34
| 에폭 99 |  반복 321 / 351 | 시간 19[s] | 손실 0.34
| 에폭 99 |  반복 341 / 351 | 시간 20[s] | 손실 0.34
| 에폭 99 |  반복 1 / 351 | 시간 0[s] | 손실 0.46
| 에폭 99 |  반복 21 / 351 | 시간 1[s] | 손실 0.37
| 에폭 99 |  반복 41 / 351 | 시간 3[s] | 손실 0.36
| 에폭 99 |  반복 61 / 351 | 시간 4[s] | 손실 0.38
| 에폭 99 |  반복 81 / 351 | 시간 6[s] | 손실 0.40
| 에폭 99 |  반복 101 / 351 | 시간 7[s] | 손실 0.41
| 에폭 99 |  반복 121 / 351 | 시간 9[s] | 손실 0.39
| 에폭 99 |  반복 141 / 351 | 시간 10[s] | 손실 0.39
| 에폭 99 |  반복 161 / 351 | 시간 12[s] | 손실 0.38
| 에폭 99 |  반복 181 / 351 | 시간 13[s] | 손실 0.39
| 에폭 99 |  반복 201 / 351 | 시간 15[s] | 손실 0.39
| 에폭 99 |  반복 221 / 351 | 시간 16[s] | 손실 0.39
| 에폭 99 |  반복 241 / 351 | 시간 17[s] | 손실 0.39
| 에폭 99 |  반복 261 / 351 | 시간 19[s] | 손실 0.40
| 에폭 99 |  반복 281 / 351 | 시간 21[s] | 손실 0.39
| 에폭 99 |  반복 301 / 351 | 시간 22[s] | 손실 0.38
| 에폭 99 |  반복 321 / 351 | 시간 24[s] | 손실 0.39
| 에폭 99 |  반복 341 / 351 | 시간 25[s] | 손실 0.39
| 에폭 99 |  반복 1 / 351 | 시간 0[s] | 손실 0.42
| 에폭 99 |  반복 21 / 351 | 시간 1[s] | 손실 0.37
| 에폭 99 |  반복 41 / 351 | 시간 2[s] | 손실 0.37
| 에폭 99 |  반복 61 / 351 | 시간 3[s] | 손실 0.39
| 에폭 99 |  반복 81 / 351 | 시간 5[s] | 손실 0.40
| 에폭 99 |  반복 101 / 351 | 시간 6[s] | 손실 0.39
| 에폭 99 |  반복 121 / 351 | 시간 8[s] | 손실 0.39
| 에폭 99 |  반복 141 / 351 | 시간 10[s] | 손실 0.40
| 에폭 99 |  반복 161 / 351 | 시간 11[s] | 손실 0.41
| 에폭 99 |  반복 181 / 351 | 시간 13[s] | 손실 0.41
| 에폭 99 |  반복 201 / 351 | 시간 14[s] | 손실 0.39
| 에폭 99 |  반복 221 / 351 | 시간 16[s] | 손실 0.40
| 에폭 99 |  반복 241 / 351 | 시간 17[s] | 손실 0.39
| 에폭 99 |  반복 261 / 351 | 시간 19[s] | 손실 0.38
| 에폭 99 |  반복 281 / 351 | 시간 20[s] | 손실 0.38
| 에폭 99 |  반복 301 / 351 | 시간 22[s] | 손실 0.41
| 에폭 99 |  반복 321 / 351 | 시간 23[s] | 손실 0.39
| 에폭 99 |  반복 341 / 351 | 시간 25[s] | 손실 0.39
검증 정확도 46.800%
| 에폭 100 |  반복 1 / 351 | 시간 0[s] | 손실 0.48
| 에폭 100 |  반복 21 / 351 | 시간 1[s] | 손실 0.45
| 에폭 100 |  반복 41 / 351 | 시간 2[s] | 손실 0.45
| 에폭 100 |  반복 61 / 351 | 시간 4[s] | 손실 0.49
| 에폭 100 |  반복 81 / 351 | 시간 5[s] | 손실 0.50
| 에폭 100 |  반복 101 / 351 | 시간 6[s] | 손실 0.48
| 에폭 100 |  반복 121 / 351 | 시간 8[s] | 손실 0.49
| 에폭 100 |  반복 141 / 351 | 시간 9[s] | 손실 0.47
| 에폭 100 |  반복 161 / 351 | 시간 11[s] | 손실 0.49
| 에폭 100 |  반복 181 / 351 | 시간 12[s] | 손실 0.47
| 에폭 100 |  반복 201 / 351 | 시간 13[s] | 손실 0.48
| 에폭 100 |  반복 221 / 351 | 시간 14[s] | 손실 0.49
| 에폭 100 |  반복 241 / 351 | 시간 16[s] | 손실 0.48
| 에폭 100 |  반복 261 / 351 | 시간 17[s] | 손실 0.48
| 에폭 100 |  반복 281 / 351 | 시간 18[s] | 손실 0.46
| 에폭 100 |  반복 301 / 351 | 시간 19[s] | 손실 0.46
| 에폭 100 |  반복 321 / 351 | 시간 20[s] | 손실 0.48
| 에폭 100 |  반복 341 / 351 | 시간 21[s] | 손실 0.50
| 에폭 100 |  반복 1 / 351 | 시간 0[s] | 손실 0.33
| 에폭 100 |  반복 21 / 351 | 시간 1[s] | 손실 0.35
| 에폭 100 |  반복 41 / 351 | 시간 2[s] | 손실 0.37
| 에폭 100 |  반복 61 / 351 | 시간 3[s] | 손실 0.37
| 에폭 100 |  반복 81 / 351 | 시간 4[s] | 손실 0.37
| 에폭 100 |  반복 101 / 351 | 시간 6[s] | 손실 0.39
| 에폭 100 |  반복 121 / 351 | 시간 7[s] | 손실 0.39
| 에폭 100 |  반복 141 / 351 | 시간 8[s] | 손실 0.37
| 에폭 100 |  반복 161 / 351 | 시간 10[s] | 손실 0.39
| 에폭 100 |  반복 181 / 351 | 시간 11[s] | 손실 0.37
| 에폭 100 |  반복 201 / 351 | 시간 13[s] | 손실 0.37
| 에폭 100 |  반복 221 / 351 | 시간 14[s] | 손실 0.34
| 에폭 100 |  반복 241 / 351 | 시간 16[s] | 손실 0.37
| 에폭 100 |  반복 261 / 351 | 시간 17[s] | 손실 0.38
| 에폭 100 |  반복 281 / 351 | 시간 18[s] | 손실 0.37
| 에폭 100 |  반복 301 / 351 | 시간 20[s] | 손실 0.36
| 에폭 100 |  반복 321 / 351 | 시간 21[s] | 손실 0.38
| 에폭 100 |  반복 341 / 351 | 시간 22[s] | 손실 0.36
| 에폭 100 |  반복 1 / 351 | 시간 0[s] | 손실 0.36
